LAB_LOINC,RAW_LAB_NAME,n
19764-0,THINPREP TIS PAP AND HR HPV DNA,111
10524-7,THINPREP TIS PAP AND HR HPV DNA,111
,THINPREP TIS PAP AND HR HPV DNA,113
19763-2,THINPREP TIS PAP AND HR HPV DNA,111
19774-9,THINPREP TIS PAP AND HR HPV DNA,111
19767-3,THINPREP TIS PAP AND HR HPV DNA,128
664-3,GRAM STAIN,620
,FLOW CYTOMETRY,26
,RAPID INFLUENZA A/B ANTIGENS,39
12710-0,THALASSEMIA AND HEMOGLOBINOPATHY EVALUATION,18
49549-9,THALASSEMIA AND HEMOGLOBINOPATHY EVALUATION,16
49246-2,"AFP, SERUM, OPEN SPINA BIFIDA",36
41274-2,"AFP, SERUM, OPEN SPINA BIFIDA",37
44877-9,"AFP, SERUM, OPEN SPINA BIFIDA",37
10381-2,MANUAL DIFFERENTIAL,274
7795-8,MANUAL DIFFERENTIAL,14
33882-2,"AFP, MAT SERUM, OPEN SPINA BIFIDA",29
77202-0,"AFP, MAT SERUM, OPEN SPINA BIFIDA",29
62364-5,"AFP, MAT SERUM, OPEN SPINA BIFIDA",29
49092-0,"AFP, MAT SERUM, OPEN SPINA BIFIDA",29
21112-8,"AFP, MAT SERUM, OPEN SPINA BIFIDA",29
,INTEGRATED SCREEN-GENZYME,26
5859-4,HERPES SIMPLEX VIRUS CULTURE,9
10354-9,"CULTURE, URINE, SPECIAL",52
12235-8,"URINALYSIS, ROUTINE W/RFX",17
5778-6,"URINALYSIS, ROUTINE W/RFX",16
5767-9,"URINALYSIS, ROUTINE W/RFX",16
738-5,MANUAL DIFFERENTIAL,605
702-1,MANUAL DIFFERENTIAL,688
,FLOW CYTOMETRY PATHOLOGY INTERPRETATION,851
33569-5,"SJOGREN'S ANTIBODIES (SS-A,SS-B)",22
45142-7,"SJOGREN'S ANTIBODIES (SS-A,SS-B)",21
,BLOOD CULTURE PCR ID,250
58408-6,MANUAL DIFF CELLAVISION,274
19762-4,THINPREP TIS PAP,17
19769-9,THINPREP TIS PAP,20
56888-1,OB PANEL W/HIV,151
20507-0,OB PANEL W/HIV,155
883-9,OB PANEL W/HIV,155
,TOXOPLASMA ABS IGG/IGM,19
,"PAP IG, CTNG RFX HPV ASCU,16/18 (SP)",10
47527-7,"PAP IG, CTNG RFX HPV ASCU,16/18 (SP)",5
47528-5,"PAP IG, CTNG RFX HPV ASCU,16/18 (SP)",5
19764-0,"PAP IG, CTNG RFX HPV ASCU,16/18 (SP)",5
19767-3,"PAP IG, CTNG RFX HPV ASCU,16/18 (SP)",5
12710-0,Q HEMOGLOBINOPATHY EVALUATION,15
45335-7,CF UPPER RESPIRATORY CULTURE,13
45335-7,AEROBIC CULTURE,5187
664-3,AEROBIC CULTURE,11593
45335-7,ANAEROBIC CULTURE,4464
800-3,MANUAL DIFFERENTIAL,432
6462-6,WOUND CULTURE,2530
664-3,WOUND CULTURE,1421
19764-0,THINPREP-TIS (REFL) HPV RFX GENOTYPE LEGACY,3
10524-7,THINPREP-TIS (REFL) HPV RFX GENOTYPE LEGACY,3
,THINPREP-TIS (REFL) HPV RFX GENOTYPE LEGACY,3
19763-2,THINPREP-TIS (REFL) HPV RFX GENOTYPE LEGACY,3
19774-9,THINPREP-TIS (REFL) HPV RFX GENOTYPE LEGACY,3
19767-3,THINPREP-TIS (REFL) HPV RFX GENOTYPE LEGACY,4
728-6,MANUAL DIFF CELLAVISION,1213
56888-1,"HEPATITIS C ANTIBODY AND HIV-1/2, SCREEN AND DIAGNOSTIC PANEL WITH REFLEXES",124
,HEAVY METALS SCREEN,3
7791-7,MANUAL DIFF CELLAVISION,1042
,GREY TOP,182
77202-0,"PROTEIN ELECTROPHORESIS, SERUM",37
77202-0,"PROTEIN ELECTROPHORESIS, URINE",10
,MRSA PCR,152
,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",41
69668-2,RAPID HIV 1&2 SCREEN,8
8251-1,URINALYSIS WITH CULTURE IF INDICATED,11
702-1,MAN DIFF ONLY LEGACY,2
728-6,MAN DIFF ONLY LEGACY,1
19145-2,TEST AUTHORIZATION LEGACY,146
,TEST AUTHORIZATION LEGACY,438
69564-3,"SURESWAB(R), ADVANCED VAGINITIS",108
47528-5,"PAP IG, CT-NG",24
19764-0,"PAP IG, CT-NG",24
19767-3,"PAP IG, CT-NG",24
19769-9,"PAP IG, CT-NG",7
,"PAP IG, CT-NG",27
47527-7,"PAP IG, CT-NG",24
20507-0,PRENATAL PROFILE I,106
883-9,PRENATAL PROFILE I,106
,LAB CLIENT SPECIMEN HANDLING SERVICE,219
800-3,MANUAL DIFF CELLAVISION,877
,"OCCULT BLOOD X 1, STOOL",74
19769-9,IMAGE-GUIDED PAP W/AGE BASED SCR PROTOCOLS,86
19762-4,IMAGE-GUIDED PAP W/AGE BASED SCR PROTOCOLS,76
6825-4,BODY FLUID CRYSTAL,98
19764-0,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",15
10524-7,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",15
,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",15
19767-3,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",22
19763-2,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",15
49034-2,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",2
19774-9,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",15
664-3,LOWER RESPIRATORY CULTURE,6922
5196-1,"HEPATITIS PANEL, GENERAL",21
,UPPER RESPIRATORY CULTURE,9
803-7,MANUAL DIFFERENTIAL,209
702-1,MANUAL DIFF CELLAVISION,569
635-3,"CULTURE, AEROBIC AND ANAEROBIC W/GRAM STAIN",83
634-6,"CULTURE, AEROBIC AND ANAEROBIC W/GRAM STAIN",83
19769-9,"IGP, APTIMA HPV, RFX 16/18,45",30
,CARDIOVASCULAR REPORT,17
50553-7,URINALYSIS CHEM ONLY,220
5767-9,URINALYSIS CHEM ONLY,287
9592-7,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9597-6,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9596-8,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9587-7,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9588-5,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9590-1,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9591-9,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9594-3,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
9595-0,"LYME DISEASE ANTIBODIES (IGG,IGM), IMMUNOBLOT",9
36913-2,"XSENSE(R), FRAGILE X WITH REFLEX",37
69047-9,CYSTIC FIBROSIS CARRIER SCREEN,50
38404-0,CYSTIC FIBROSIS CARRIER SCREEN,50
21656-4,CYSTIC FIBROSIS CARRIER SCREEN,50
49549-9,CYSTIC FIBROSIS CARRIER SCREEN,50
19762-4,"THINPREP PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",15
19769-9,"THINPREP PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",18
19764-0,THINPREP PAP TEST,44
10524-7,THINPREP PAP TEST,44
,THINPREP PAP TEST,45
19763-2,THINPREP PAP TEST,44
19774-9,THINPREP PAP TEST,3
19767-3,THINPREP PAP TEST,51
19764-0,"THINPREP PAP AND HR HPV DNA, C. TRACHOMATIS AND N. GONORRHOEAE",29
10524-7,"THINPREP PAP AND HR HPV DNA, C. TRACHOMATIS AND N. GONORRHOEAE",29
,"THINPREP PAP AND HR HPV DNA, C. TRACHOMATIS AND N. GONORRHOEAE",58
19763-2,"THINPREP PAP AND HR HPV DNA, C. TRACHOMATIS AND N. GONORRHOEAE",29
19767-3,"THINPREP PAP AND HR HPV DNA, C. TRACHOMATIS AND N. GONORRHOEAE",37
49034-2,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",20
49034-2,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",22
,"STREPTOCOCCUS, GROUP A CULTURE",17
19147-8,Q INTERPRETATION,90
19762-4,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",3
19769-9,"SUREPATH IMAGING PAP AND HPV DNA REFLEX HPV 16,18",3
8251-1,CBC (INCLUDES DIFF/PLT) WITH SMEAR REVIEW,5
,EXTRA SPECIMEN LEGACY,44
31208-2,EXTRA SPECIMEN LEGACY,44
12235-8,URINALYSIS WITH CULTURE IF INDICATED,92
630-4,"URINE CULTURE, ROUTINE",138
8251-1,URO RISK(R) DIAGNOSTIC PROFILE,5
,Q EXTRA LAVENDER-TOP TUBE,360
18314-5,CBC/DIFF AMBIGUOUS DEFAULT,32
,"AMINO ACIDS QN, PLASMA",2
,PAP IG (IMAGE GUIDED),119
47527-7,PAP IG (IMAGE GUIDED),88
47528-5,PAP IG (IMAGE GUIDED),88
19764-0,PAP IG (IMAGE GUIDED),86
19767-3,PAP IG (IMAGE GUIDED),86
19764-0,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",31
10524-7,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",31
19763-2,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",31
19774-9,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",31
19767-3,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",38
45335-7,FUNGAL CULTURE,2840
8251-1,MICROALBUMIN LEVEL URINE LEGACY,51
31208-2,"CYTOMEGALOVIRUS DNA, QN  RT PCR",10
6412-1,OVA AND PARASITES WITH GIARDIA ANTIGEN,24
43227-8,OVA AND PARASITES WITH GIARDIA ANTIGEN,27
21262-1,"SAL/SHIG/CAMPY, CULTURE AND SHIGA TOXIN, EIA W/RFL TO E.COLI, CULTURE",22
6331-3,"SAL/SHIG/CAMPY, CULTURE AND SHIGA TOXIN, EIA W/RFL TO E.COLI, CULTURE",22
43371-4,"SAL/SHIG/CAMPY, CULTURE AND SHIGA TOXIN, EIA W/RFL TO E.COLI, CULTURE",22
,"PAP IG, HPV, RFX 16/18 (SP)",65
47527-7,"PAP IG, HPV, RFX 16/18 (SP)",56
47528-5,"PAP IG, HPV, RFX 16/18 (SP)",56
19764-0,"PAP IG, HPV, RFX 16/18 (SP)",56
19767-3,"PAP IG, HPV, RFX 16/18 (SP)",56
19312-8,"DRUG PANEL, URINE",143
19659-2,"DRUG PANEL, URINE",143
19554-5,"DRUG PANEL, URINE",143
73971-4,"DRUG PANEL, URINE",143
,PATHOLOGY CONSULTATION REQUEST,245
,ADALIMUMAB QUANTITATIVE WITH REFLEX TO ANTIBODY- MAYO,1
10381-2,MANUAL DIFF CELLAVISION,190
,PROGNOSTIC MARKERS (VIRTUOSO),39
12235-8,"UA/M W/RFLX CULTURE, COMP",145
5782-8,UR MICROSCOPIC 333328,43
5783-6,UR MICROSCOPIC 333328,42
,GENITAL CULTURE,13
5778-6,URINALYSIS CHEM ONLY,69
18314-5,Q CBC MORPHOLOGY,122
,SPECIMEN INTEGRITY COMPROMISED,106
,Q INTERPRETATION,66
35265-8,PATHOLOGY TISSUE REQUEST,1111
45335-7,"CULTURE, GROUP B STREP",868
,"PAP IG, RFX HPV ASCU,16/18 (SP)",12
47527-7,"PAP IG, RFX HPV ASCU,16/18 (SP)",6
47528-5,"PAP IG, RFX HPV ASCU,16/18 (SP)",6
19764-0,"PAP IG, RFX HPV ASCU,16/18 (SP)",6
19767-3,"PAP IG, RFX HPV ASCU,16/18 (SP)",6
49092-0,QUAD SCREEN,123
8251-1,QUAD SCREEN,99
44877-9,QUAD SCREEN,69
30525-0,QUAD SCREEN,38
53948-6,QUAD SCREEN,38
43994-3,QUAD SCREEN,69
19764-0,SUREPATH FPGS PAP,1
10524-7,SUREPATH FPGS PAP,1
,SUREPATH FPGS PAP,3
19767-3,SUREPATH FPGS PAP,2
19763-2,SUREPATH FPGS PAP,1
19774-9,SUREPATH FPGS PAP,1
40793-2,"ALKALINE PHOSPHATASE, ISOENZYMES",28
18314-5,CBC WITH DIFFERENTIAL,134
,"CULTURE, AEROBIC AND ANAEROBIC W/GRAM STAIN",188
75693-2,"MATERNIT21 PLUS CORE (CHR21,18,13) NO GENDER",6
75605-6,"MATERNIT21 PLUS CORE (CHR21,18,13) NO GENDER",6
45335-7,GENITAL CULTURE,41
31208-2,"HERPES SIMPLEX VIRUS 1 AND 2, PCR",9
19764-0,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",7
10524-7,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",7
19767-3,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",8
,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",14
19763-2,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",7
49034-2,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",2
19774-9,"SUREPATH IMAGING PAP REFLEX HPV DNA AND C. TRACHOMATIS,N.GONORRHOEAE",7
29541-0,"RNA, PCR (GRAPH) RFX/GENO",1
,"RNA, PCR (GRAPH) RFX/GENO",1
49316-3,HEMOGLOBIN ELECTROPHORESIS,302
49586-1,"INTEGRATED SCREEN, PART 2",47
48803-1,"INTEGRATED SCREEN, PART 2",25
34970-4,"INTEGRATED SCREEN, PART 2",26
33882-2,"INTEGRATED SCREEN, PART 2",33
21112-8,"INTEGRATED SCREEN, PART 2",19
49090-4,"INTEGRATED SCREEN, PART 2",25
44877-9,"INTEGRATED SCREEN, PART 2",25
43995-0,"INTEGRATED SCREEN, PART 2",25
43994-3,"INTEGRATED SCREEN, PART 2",25
,"PROTEIN ELECTROPHORESIS, URINE",29
19764-0,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",33
10524-7,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",33
,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",68
19763-2,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",33
19774-9,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",33
19767-3,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CT/NG, TRICH",37
77202-0,INTEGRATED SCREEN-GENZYME,11
49586-1,INTEGRATED SCREEN-GENZYME,11
34970-4,INTEGRATED SCREEN-GENZYME,11
,"IGP, APTIMA HPV",18
47527-7,"IGP, APTIMA HPV",26
47528-5,"IGP, APTIMA HPV",26
19764-0,"IGP, APTIMA HPV",17
19767-3,"IGP, APTIMA HPV",17
19762-4,THINPREP PAP AND HPV MRNA E6/E7,13
19774-9,THINPREP PAP AND HPV MRNA E6/E7,17
33882-2,"INTEGRATED SCREEN, PART 1",15
8251-1,"INTEGRATED SCREEN, PART 1",15
44877-9,"INTEGRATED SCREEN, PART 1",15
30525-0,"INTEGRATED SCREEN, PART 1",15
53948-6,"INTEGRATED SCREEN, PART 1",15
34970-4,"INTEGRATED SCREEN, PART 1",15
21112-8,"INTEGRATED SCREEN, PART 1",15
,HCV AB NEG COMMENT 144067,30
19764-0,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
10524-7,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
19763-2,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
19774-9,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",8
19767-3,"SUREPATH FPGS PAP AND HPV MRNA E6/E7, C. TRACHOMATIS AND N. GONORRHOEAE",10
803-7,MANUAL DIFF CELLAVISION,164
,"NANOSPHERE GRAM NEGATIVE",404
,ELUTION ANTIBODY ID,55
77202-0,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
69048-7,S. ENCEPHALOPATHY AUTOIMMUNE EVAL- MAYO,17
,LEGIONELLA CULTURE,45
,IMMUNOFIXATION ELECTROPHORESIS URINE,122
49034-2,THINPREP TIS PAP,19
,PATHOLOGY SLIDE REVIEW PS CASE,2492
,EXTRA BLOOD CULTURE CONTAINER,25
15048-2,CREATINE KINASE ISOENZYME PANEL,4
5912-1,CREATINE KINASE ISOENZYME PANEL,4
7790-9,MANUAL DIFF CELLAVISION,110
13438-7,"PROTEIN ELECTROPHORESIS, URINE",139
49276-9,IMMUNOFIXATION ELECTROPHORESIS URINE,294
13438-7,IMMUNOFIXATION ELECTROPHORESIS URINE,294
,"POCT FERN TEST, VAGINAL FLUID",348
19764-0,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,3
10524-7,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,3
19767-3,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,4
19763-2,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,3
19774-9,THINPREP TIS PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,3
,"NANOSPHERE GRAM POSITIVE",585
45335-7,"FUNGAL CULTURE, BLOOD",58
,"IGP,CTNGTV,APT HPV,RFX16/18,45",21
47527-7,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
47528-5,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
19764-0,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
19767-3,"IGP,CTNGTV,APT HPV,RFX16/18,45",20
77202-0,"ANA SCREEN, IFA, W/REFLEX TO TITER AND PATTERN/RHEUMATOID ARTHRITIS PANEL 2",3
,POCT WHOLE BLOOD OXIMETRY (HC) UNSOLICITED RESULTS,242
,"YERSINIA CULTURE, STOOL",8
,"VIBRIO CULTURE, STOOL",9
,CMV CULTURE,46
72486-4,MATERNIT GENOME (9W+),6
75693-2,MATERNIT GENOME (9W+),3
75605-6,MATERNIT GENOME (9W+),3
62364-5,MATERNIT GENOME (9W+),3
77202-0,MATERNIT GENOME (9W+),3
49549-9,MATERNIT GENOME (9W+),3
75608-0,MATERNIT GENOME (9W+),3
,MULTIPLE SCLER  PROFILE SERUM AND CSF- LEGACY,8
19764-0,THINPREP TIS AND HPV MRNA E6/E7,26
10524-7,THINPREP TIS AND HPV MRNA E6/E7,26
19763-2,THINPREP TIS AND HPV MRNA E6/E7,26
19774-9,THINPREP TIS AND HPV MRNA E6/E7,26
19767-3,THINPREP TIS AND HPV MRNA E6/E7,30
7789-1,MANUAL DIFF CELLAVISION,177
,HEPATITIS B SURFACE AG CONF. BY NEUTRAL LEGACY,9
,HEPATITIS BE ANTIGEN AND ANTIBODY-MAYO,6
43227-8,"OVA AND PARASITES, CONC/PERM SMEAR, 2 SPEC",4
57901-1,CLOSTRIDIUM DIFFICILE GLUTAMATE DEHYDROGENASE,12
19769-9,THINPREP PAP TEST,4
,AMIODARONE LEVEL,1
7795-8,MANUAL DIFF CELLAVISION,72
801-1,MANUAL DIFF CELLAVISION,169
7793-3,MANUAL DIFF CELLAVISION,64
10376-2,MANUAL DIFF CELLAVISION,170
19767-3,SUREPATH FPGS PAP AND HPV MRNA E6/E7,8
19769-9,THINPREP PAP REFLEX HPV MRNA E6/E7,9
19774-9,THINPREP PAP REFLEX HPV MRNA E6/E7,13
36913-2,"XSENSE(R), FRAGILE X WITH REFLEX AND CHROMOSOME ANALYSIS, BLOOD",6
29770-5,"XSENSE(R), FRAGILE X WITH REFLEX AND CHROMOSOME ANALYSIS, BLOOD",6
35462-1,SMA CARRIER SCREEN,41
54449-4,SMA CARRIER SCREEN,41
49857-6,SMA CARRIER SCREEN,41
21654-9,CYSTIC FIBROSIS GENE TEST,12
47528-5,"IGP,RFX APTIMA HPV ASCUS,LSIL",5
11546-9,"IGP,RFX APTIMA HPV ASCUS,LSIL",5
47527-7,"IGP,RFX APTIMA HPV ASCUS,LSIL",5
,LITHOLINK CKD PROGRAM,6
19764-0,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,11
10524-7,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,11
,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,22
19763-2,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,11
19767-3,THINPREP PAP RFX HR HPV DNA AND C. TRACHOMATIS AND N. GONORRHOEAE,14
40703-1,"FECAL LACTOFERRIN, QUALITATIVE",8
19764-0,SUREPATH IMAGING PAP AND HPV DNA,2
10524-7,SUREPATH IMAGING PAP AND HPV DNA,2
,SUREPATH IMAGING PAP AND HPV DNA,2
19767-3,SUREPATH IMAGING PAP AND HPV DNA,3
19763-2,SUREPATH IMAGING PAP AND HPV DNA,2
19774-9,SUREPATH IMAGING PAP AND HPV DNA,2
,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",45
47527-7,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
47528-5,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
19764-0,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
19767-3,"PAP IG, CTNG, HPV, RFX 16/18 (SP)",40
88236-5,CSF CULTURE,320
664-3,CSF CULTURE,1034
10335-8,"CELL COUNT WITH DIFFERENTIAL, CSF",407
10333-3,"CELL COUNT WITH DIFFERENTIAL, CSF",407
,URINE CYTOLOGY,24
31208-2,TISSUE SPECIMEN A,66
8251-1,"DRUG PANEL, URINE",4
31208-2,CULTURE HERPES SIMPLEX VIRUS RAPID METHOD LEGACY,7
5859-4,CULTURE HERPES SIMPLEX VIRUS RAPID METHOD LEGACY,9
802-9,MANUAL DIFFERENTIAL,99
19764-0,SUREPATH FPGS PAP AND HPV MRNA E6/E7,6
10524-7,SUREPATH FPGS PAP AND HPV MRNA E6/E7,6
19763-2,SUREPATH FPGS PAP AND HPV MRNA E6/E7,6
19774-9,SUREPATH FPGS PAP AND HPV MRNA E6/E7,6
,VRE CULTURE,8
21694-5,HEMOCHROMATOSIS MUTATION,26
,RPR TITER,24
,TREPONEMA PALLIDUM (SYPHILIS) ANTIBODY,24
45335-7,UPPER RESPIRATORY CULTURE,32
,BODY FLUID CRYSTAL,13
10372-1,MANUAL DIFFERENTIAL,1
630-4,"URINE CULTURE, COMPREHENSIVE",61
49034-2,THINPREP TIS PAP AND HR HPV DNA,8
43304-5,"CHLAMYDIA/N. GONORRHOEAE RNA, TMA (VCM)",7
,"ROTAVIRUS ANTIGEN, STOOL",3
45335-7,ORGANISM ID CULTURE,119
49034-2,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",15
,"IGG SUBCLASSES  1, 2, 3, AND 4",10
69565-0,NUSWAB VAGINITIS (VG),86
69566-8,NUSWAB VAGINITIS (VG),86
69567-6,NUSWAB VAGINITIS (VG),86
13950-1,Q HEPATITIS A IGM,13
33569-5,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
45142-7,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
43182-5,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
14030-1,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
26975-3,ANACHOICE(R) PANEL 1 WITH REFLEXES,6
69048-7,"MYCOPLASMA PNEUMONIAE AB, IGG, IGM- MAYO",64
6463-4,AEROBIC CULT 080290,25
6463-4,ANAEROBIC CULT 080550,19
5769-5,URINALYSIS ONLY MICROSCOPIC,29
18314-5,T/B LYMPH PROFILE,4
14869-2,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",42
18314-5,"PERIPHERAL BLOOD SMEAR, PATH REVIEW",7
34657-7,"SEMEN ANALYSIS, POST-VASECTOMY",3
42531-4,"SEMEN ANALYSIS, POST-VASECTOMY",3
12286-1,"DRUG SCREEN, PRESCRIPTION/OTC URINE-MAYO",23
14725-6,"CELL PROFILE, BAL",201
32802-1,"CELL PROFILE, BAL",201
32803-9,"CELL PROFILE, BAL",201
45335-7,HERPES SIMPLEX VIRUS CULTURE,123
,PATHOLOGY PNEUMO PREP REQUEST,128
45335-7,LEGIONELLA CULTURE,145
45335-7,CMV CULTURE,143
45335-7,"FUNGAL IDENTIFICATION, YEAST",2
5048-4,Q ANTINUCLEAR ANTIBODIES TITER AND PATTERN,132
13068-2,Q ANTINUCLEAR ANTIBODIES TITER AND PATTERN,132
43182-5,SM AND SM/RNP ANTIBODIES,20
14030-1,SM AND SM/RNP ANTIBODIES,19
19769-9,PAP IG (IMAGE GUIDED),14
,"CHLAMYDIA SEROLOGY, S MAYO",6
47223-3,QUAD SCREEN,31
14869-2,"AUTO DIFFERENTIAL, ADD ON",20
,"AUTO DIFFERENTIAL, ADD ON",12
29541-0,REALTIME ABBOTT,1
13951-9,HP5,1
5196-1,HP5,1
13952-7,HP5,1
22322-2,HP5,1
71773-6,LC QUANTIFERON-TB GOLD PLUS,3
21654-9,CYSTIC FIBROSIS MUTATION PANEL,19
77202-0,CYSTIC FIBROSIS MUTATION PANEL,18
,Q EXTRA GRAY-TOP TUBE,12
31147-2,Q RPR TITER,56
888-8,AB SCR+ANTIBODY ID 114041,23
47213-4,CARDIO IQ(R) ADVANCEDLIPID PANEL AND INFLAMMATION PANEL,5
18319-4,MANUAL DIFF CELLAVISION,55
10378-8,MANUAL DIFF CELLAVISION,241
802-9,MANUAL DIFF CELLAVISION,252
8251-1,CBC (INCLUDES DIFF/PLT) WITH PATHOLOGIST REVIEW,25
26885-4,OVA AND PARASITE - BAYFRONT,15
12851-2,"PROTEIN ELECTROPHORESIS, SERUM",112
69048-7,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
77202-0,"PARANEOPLASTIC AUTOANTIBODY EVAL, CSF-MA",11
69048-7,"LYME CNS INFECTION IGG, AB INDEX",13
92814-3,"LYME CNS INFECTION IGG, AB INDEX",13
7790-9,MANUAL DIFFERENTIAL,44
664-3,UPPER RESPIRATORY CULTURE,20
10378-8,MANUAL DIFFERENTIAL,131
,OVA AND PARASITE - BAYFRONT,17
,"FECAL FAT, QUANTITATIVE",6
19762-4,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",14
19769-9,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",16
19762-4,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",2
19769-9,"THINPREP TIS PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",2
58436-7,UR MICROSCOPIC 333328,6
,FLOW CYTOMETRY AMERIPATH SLK,39
29770-5,"CHROMOSOME, BLOOD, ROUTINE",4
62365-2,"CHROMOSOME, BLOOD, ROUTINE",4
31208-2,"CHROMOSOME, BLOOD, ROUTINE",4
48672-0,"CHROMOSOME, BLOOD, ROUTINE",4
